Matrix Y:
202.042000	227.299000	91.166000	133.116000	124.844000	79.346000	124.904000	91.827000
232.420000	108.059000	202.894000	180.801000	62.019000	117.869000	205.052000	191.024000
114.816000	173.052000	161.122000	80.313000	25.195000	119.975000	56.234000	46.244000
113.732000	126.800000	147.289000	59.970000	105.929000	160.726000	207.247000	152.855000
85.909000	117.841000	208.167000	131.772000	91.819000	147.253000	121.156000	204.814000
41.813000	101.261000	56.097000	150.984000	138.253000	145.105000	188.127000	152.138000
147.960000	168.011000	176.922000	227.905000	137.786000	117.157000	22.975000	80.827000
88.800000	95.845000	186.886000	16.944000	107.960000	65.069000	111.255000	134.079000
Matrix Cb:
120.077200	112.595500	99.126000	101.975600	124.138200	137.963400	146.113800	150.107700
127.764200	117.245900	102.101600	103.282500	121.782500	134.282500	140.951200	143.788600
134.878000	125.715400	107.052800	103.558900	117.733700	125.758100	130.126000	131.813000
143.390200	132.065000	110.908500	103.752000	113.932900	119.126000	118.831300	120.180900
148.932900	137.119900	112.668700	103.861800	110.042700	112.054900	108.723600	107.223600
139.957300	128.981700	108.193100	102.048800	112.054900	117.217500	117.205300	117.199200
117.300800	108.806900	95.313000	98.144300	117.963400	134.119900	144.945100	150.107700
104.975600	99.306900	89.126000	118.439000	121.252000	142.071100	158.896300	166.896300
Matrix Cr:
150.081300	147.044700	142.146300	137.902400	135.243900	134.886200	137.341500	138.109800
144.105700	150.069100	147.333300	143.833300	140.825200	138.792700	137.235800	135.829300
155.235800	155.780500	157.869900	157.020300	152.825200	145.849600	137.105700	132.105700
151.016300	150.967500	152.044700	150.845500	145.882100	138.894300	129.963400	125.963400
140.191100	137.386200	130.020300	125.308900	120.995900	117.833300	117.902400	118.146300
135.979700	132.093500	125.077200	120.878000	117.833300	117.939000	120.776400	122.195100
137.300800	137.264200	138.040600	138.052800	138.138200	137.874000	138.004100	138.109800
137.414600	138.808900	143.772300	143.731700	148.000000	147.922800	147.077300	145.776500
