index,expected,actual,diff
0,-32768,-6376.11,26391.9
1,-18321.8,-22845,4523.19
2,-31666.8,20966.8,52633.6
3,-32768,10447.2,43215.2
4,-32768,-14868,17900
5,25240.4,-80.1737,25320.6
6,-5189.5,-6009.04,819.542
7,11900.7,-10005,21905.7
8,-1684.98,-18620.7,16935.7
9,-11527.9,-18772.2,7244.21
10,-32768,11592.6,44360.6
11,-12694.4,-14707.2,2012.82
12,-26495.9,-4185.9,22310
13,-32768,-1931.43,30836.6
14,-32768,1300.32,34068.3
15,-803.531,25977,26780.5
16,19343.8,-3331.25,22675.1
17,3877.99,26337.6,22459.6
18,-32768,-4131.87,28636.1
19,-32768,17266,50034
20,-32768,-18351.4,14416.6
21,-32768,29577.4,62345.4
22,-32768,1025.6,33793.6
23,-32768,-10468.4,22299.6
24,-24709,-4971.76,19737.2
25,7660.94,-24198.8,31859.7
26,-32768,29374.9,62142.9
27,-25978.4,-4237.44,21740.9
28,8630.78,12288.7,3657.92
29,-32336.8,23084.9,55421.6
30,765.074,-25352.2,26117.3
31,-32768,-17786.2,14981.8
32,-17701.4,-8574.47,9126.95
33,27308.3,-9969.16,37277.5
34,6247.97,-5058.09,11306.1
35,-32768,-21135.5,11632.5
36,-20345.1,7431.37,27776.5
37,-32768,-28073.7,4694.26
38,-32768,-6248.41,26519.6
39,-9721.51,21005.7,30727.2
40,3123.15,12804.8,9681.69
41,-32768,24413,57181
42,26084.4,-30471.8,56556.2
43,-24732.3,2074.78,26807.1
44,-10956.8,-9849.2,1107.55
45,-32768,16791.4,49559.4
46,-20105.9,-18582.1,1523.83
47,8561.54,-4328.25,12889.8
48,-24770.1,-12848.7,11921.4
49,888.687,7423.52,6534.84
50,-32768,12999.1,45767.1
51,-32768,16707.1,49475.1
52,15578.1,24423.3,8845.27
53,-32768,292.417,33060.4
54,-15139.9,1163.55,16303.4
55,-32768,1546.23,34314.2
56,-32768,-32509.8,258.229
57,-32768,17776.2,50544.2
58,6416.16,-17587.8,24004
59,-32768,-17127.2,15640.8
60,27571.6,28537.7,966.051
