Matrix Y:
74.042000	99.299000	-36.834000	5.116000	-3.156000	-48.654000	-3.096000	-36.173000
104.420000	-19.941000	74.894000	52.801000	-65.981000	-10.131000	77.052000	63.024000
-13.184000	45.052000	33.122000	-47.687000	-102.805000	-8.025000	-71.766000	-81.756000
-14.268000	-1.200000	19.289000	-68.030000	-22.071000	32.726000	79.247000	24.855000
-42.091000	-10.159000	80.167000	3.772000	-36.181000	19.253000	-6.844000	76.814000
-86.187000	-26.739000	-71.903000	22.984000	10.253000	17.105000	60.127000	24.138000
19.960000	40.011000	48.922000	99.905000	9.786000	-10.843000	-105.025000	-47.173000
-39.200000	-32.155000	58.886000	-111.056000	-20.040000	-62.931000	-16.745000	6.079000
Matrix Cb:
-7.922800	-15.404500	-28.874000	-26.024400	-3.861800	9.963400	18.113800	22.107700
-0.235800	-10.754100	-25.898400	-24.717500	-6.217500	6.282500	12.951200	15.788600
6.878000	-2.284600	-20.947200	-24.441100	-10.266300	-2.241900	2.126000	3.813000
15.390200	4.065000	-17.091500	-24.248000	-14.067100	-8.874000	-9.168700	-7.819100
20.932900	9.119900	-15.331300	-24.138200	-17.957300	-15.945100	-19.276400	-20.776400
11.957300	0.981700	-19.806900	-25.951200	-15.945100	-10.782500	-10.794700	-10.800800
-10.699200	-19.193100	-32.687000	-29.855700	-10.036600	6.119900	16.945100	22.107700
-23.024400	-28.693100	-38.874000	-9.561000	-6.748000	14.071100	30.896300	38.896300
Matrix Cr:
22.081300	19.044700	14.146300	9.902400	7.243900	6.886200	9.341500	10.109800
16.105700	22.069100	19.333300	15.833300	12.825200	10.792700	9.235800	7.829300
27.235800	27.780500	29.869900	29.020300	24.825200	17.849600	9.105700	4.105700
23.016300	22.967500	24.044700	22.845500	17.882100	10.894300	1.963400	-2.036600
12.191100	9.386200	2.020300	-2.691100	-7.004100	-10.166700	-10.097600	-9.853700
7.979700	4.093500	-2.922800	-7.122000	-10.166700	-10.061000	-7.223600	-5.804900
9.300800	9.264200	10.040600	10.052800	10.138200	9.874000	10.004100	10.109800
9.414600	10.808900	15.772300	15.731700	20.000000	19.922800	19.077300	17.776500
